"","score","text","created","tweet","sentiment"
"4048",0,"maybe",2017-11-20,"neutral",0
"4049",0,"time",2017-11-20,"neutral",0
"4050",0,"loses top spot quick service restaurant social conversations",2017-11-20,"neutral",0
"4051",0,"planners current regular sized",2017-11-20,"neutral",0
"4052",0,"need",2017-11-20,"neutral",0
"4053",1,"read screw name purpose post social media free advertising",2017-11-20,"positive",1
"4054",0,"things learned analyzing billions",2017-11-20,"neutral",0
"4055",-1,"don eyes math fool decaf letter word",2017-11-20,"negative",0
"4056",0,"buy lot grow fruit trees corner app",2017-11-20,"neutral",0
"4057",0,"marking favourite spot",2017-11-20,"neutral",0
"4058",0,"toffee nut season",2017-11-20,"neutral",0
"4059",0,"marking favourite spot",2017-11-20,"neutral",0
"4060",0,"things learned analyzing billions",2017-11-20,"neutral",0
"4061",1," friends waterball tumbler free reg",2017-11-20,"positive",1
"4062",1," friends waterball tumbler free reg",2017-11-20,"positive",1
"4063",-1,"toffee nut actual nuts chewing singularly unpleasant experience",2017-11-20,"negative",0
"4064",-2,"idiots homophobes wondering bit persecution company dance anyo",2017-11-20,"negative",0
"4065",-2,"upset fool tha",2017-11-20,"negative",0
"4066",1,"good morning lee",2017-11-20,"positive",1
"4067",-1,"blow whistle",2017-11-20,"negative",0
"4068",0,"feeling",2017-11-20,"neutral",0
"4069",-1," season losing minds",2017-11-20,"negative",0
"4070",0,"feeling horny wanna hookup tonight malines dassow qubec",2017-11-20,"neutral",0
"4071",0,"planner",2017-11-20,"neutral",0
"4072",1,"every company customer service recovery framework",2017-11-20,"positive",1
"4073",0,"local closed survive xmas",2017-11-20,"neutral",0
"4074",2,"north america favourite keurig machines available ireland delighted keurig",2017-11-20,"positive",1
"4075",0,"pretty miserable thanks huge discounts perks job",2017-11-20,"neutral",0
"4076",1,"slightly miffed iphone divulged secret morning hot chocolate habit",2017-11-20,"positive",1
"4077",0,"siren mermaid set various ceramic  ornaments",2017-11-20,"neutral",0
"4078",-1,"nothing holidays  tree peppermint dark mocha",2017-11-20,"negative",0
"4079",0,"siren mermaid set various ceramic  ornaments via",2017-11-20,"neutral",0
"4080",1,"enter win mug  blend",2017-11-20,"positive",1
"4081",0,"store china jan stores cities plans expand",2017-11-20,"neutral",0
"4082",0,"secretly licked factory workers employees setting",2017-11-20,"neutral",0
"4083",-2," wait bitch",2017-11-20,"negative",0
"4084",0,"hey heard offended",2017-11-20,"neutral",0
"4085",0,"ooops sutton cross",2017-11-20,"neutral",0
"4086",0,"specialty cremaet try cafeteria gabi inside mercado rojas clemen",2017-11-20,"neutral",0
"4087",0,"bagel bites cream cheese",2017-11-20,"neutral",0
"4088",0,"always decide morning",2017-11-20,"neutral",0
"4089",0,"",2017-11-20,"neutral",0
"4090",0,"",2017-11-20,"neutral",0
"4091",2,"north america favourite keurig machines available ireland delighted keurig",2017-11-20,"positive",1
"4092",-1,"commercial chain provokes homo hater northern",2017-11-20,"negative",0
"4093",2,"good morning hands free mug carriers shoulder strap",2017-11-20,"positive",1
"4094",0,"time",2017-11-20,"neutral",0
"4095",0,"time",2017-11-20,"neutral",0
"4096",0,"black squared handle cream color ebay",2017-11-20,"neutral",0
"4097",0,"hunt collection information note",2017-11-20,"neutral",0
"4098",-2,"lazy silly afternoon lethargic feeling rescued time fav iced caramel macchiato",2017-11-20,"negative",0
"4099",0,"black squared handle cream color ebay",2017-11-20,"neutral",0
"4100",0,"monday madness buy free info lengkap",2017-11-20,"neutral",0
"4101",0,"feel food try turkey ham egg quesadilla favourite",2017-11-20,"neutral",0
"4102",0,"late nights hear sounds phantom",2017-11-20,"neutral",0
"4103",0,"ornament park",2017-11-20,"neutral",0
"4104",0,"first  season",2017-11-20,"neutral",0
"4105",0,"weekend parents",2017-11-20,"neutral",0
"4106",0,"look peng look ornacia",2017-11-20,"neutral",0
"4107",1,"think pleasant",2017-11-20,"positive",1
"4108",0,"good explanation facebook card scams",2017-11-20,"neutral",0
"4109",-1," yearly tradition hating",2017-11-20,"negative",0
"4110",0,"boycotting broke bitches money buy love",2017-11-20,"neutral",0
"4111",0,"shut enjoy life stop complaining little matter",2017-11-20,"neutral",0
"4112",0,"",2017-11-20,"neutral",0
"4113",0,"democrats snowflakes offended hands",2017-11-20,"neutral",0
"4114",-1,"yearly tradition hating",2017-11-20,"negative",0
"4115",0,"democrats snowflakes offended hands",2017-11-20,"neutral",0
"4116",0,"peppermint mocha",2017-11-20,"neutral",0
"4117",1,"met twin love xoxo starbuck",2017-11-20,"positive",1
"4118",1,"great pace azyl bad weather bitter friendly taste milk nice flat whitte",2017-11-20,"positive",1
"4119",0,"",2017-11-20,"neutral",0
"4120",0,"cream ",2017-11-20,"neutral",0
"4121",0,"can half",2017-11-20,"neutral",0
"4122",0,"",2017-11-20,"neutral",0
"4123",0,"hands",2017-11-20,"neutral",0
"4124",1,"beautiful reserve bar grabbed  blend reserve",2017-11-20,"positive",1
"4125",1,"nice sunday walk",2017-11-20,"positive",1
"4126",0," mood sparkles zug railway station",2017-11-20,"neutral",0
"4127",-1,"break tokyo japan",2017-11-20,"negative",0
"4128",0,"delivery supposed delivered screen shot",2017-11-20,"neutral",0
"4129",0,"location rank list",2017-11-20,"neutral",0
"4130",1,"enter win mug  blend",2017-11-20,"positive",1
"4131",0,"hardest world resist gingerbread lattes day",2017-11-20,"neutral",0
"4132",-1,"officially addicted",2017-11-20,"negative",0
"4133",1,"support campaign",2017-11-20,"positive",1
"4134",0,"mood hotel jen puteri harbour johor",2017-11-20,"neutral",0
"4135",2,"stopped bay reminded promising delivering amazing",2017-11-20,"positive",1
"4136",0," time gypsy dee via",2017-11-20,"neutral",0
"4137",0,"chinese names biggest western brands tweet",2017-11-20,"neutral",0
"4138",1,"passing benefits consumers charging percent",2017-11-20,"positive",1
"4139",1,"enter win mug  blend",2017-11-20,"positive",1
"4140",0,"buy tomorrow",2017-11-20,"neutral",0
"4141",-1,"bad finish coursework",2017-11-20,"negative",0
"4142",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4143",0,"",2017-11-19,"neutral",0
"4144",0,"cherrs friendship laura mary friends school",2017-11-19,"neutral",0
"4145",-1,"power headache drive target buy earbuds remember liv",2017-11-19,"negative",0
"4146",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4147",0,"moment silence folks facing monday morning smashed machines offen",2017-11-19,"neutral",0
"4148",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4149",-1,"unpainted fingernails scream lesbian indeed",2017-11-19,"negative",0
"4150",-1,"normal life looks abnormal",2017-11-19,"negative",0
"4151",0,"hey please help planet",2017-11-19,"neutral",0
"4152",1,"enter win mug  blend",2017-11-19,"positive",1
"4153",0,"tuesday links",2017-11-19,"neutral",0
"4154",1,"analysis lattes loyalty",2017-11-19,"positive",1
"4155",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4156",0,"running",2017-11-19,"neutral",0
"4157",-1,"venti caramel apple spice makes cold wet washington days bearable",2017-11-19,"negative",0
"4158",0,"soy milk almond",2017-11-19,"neutral",0
"4159",0,"caption",2017-11-19,"neutral",0
"4160",-2,"experience extreme racist attack sec day called indian allowed share space",2017-11-19,"negative",0
"4161",0,"discount verismo system espresso single serve brewer",2017-11-19,"neutral",0
"4162",0,"discount verismo system espresso single serve brewer",2017-11-19,"neutral",0
"4163",1,"enter win mug  blend",2017-11-19,"positive",1
"4164",0,"gas gas unless oil profits",2017-11-19,"neutral",0
"4165",0,"starting day",2017-11-19,"neutral",0
"4166",0,"spinach feta mold wrap happened",2017-11-19,"neutral",0
"4167",0,"eggnog season celebrating",2017-11-19,"neutral",0
"4168",-1,"girl missed bday flight canada austr",2017-11-19,"negative",0
"4169",1," life figure loyalty system stars",2017-11-19,"positive",1
"4170",1,"week coupons beverage buy free food item val",2017-11-19,"positive",1
"4171",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4172",-1,"dear uber  lgbtq stay venti outrage",2017-11-19,"negative",0
"4173",-1,"protest   jesus time",2017-11-19,"negative",0
"4174",0,"loving spooky depicting bloodied severed arms joined hands",2017-11-19,"neutral",0
"4175",0,"tap  spirit",2017-11-19,"neutral",0
"4176",1,"personally creates little dramas free advertising",2017-11-19,"positive",1
"4177",0," time gypsy dee via",2017-11-19,"neutral",0
"4178",0,"give",2017-11-19,"neutral",0
"4179",1,"want bottle cool collab",2017-11-19,"positive",1
"4180",0,"male notices staring",2017-11-19,"neutral",0
"4181",-1,"upset red mention real reason season lexus december remember sales event",2017-11-19,"negative",0
"4182",0,"unicorn poop girl lmao wish joking",2017-11-19,"neutral",0
"4183",-1," apeshit accuse starb",2017-11-19,"negative",0
"4184",0,"see baby",2017-11-19,"neutral",0
"4185",1,"enter win mug  blend",2017-11-19,"positive",1
"4186",0,"colored design",2017-11-19,"neutral",0
"4187",0,"deadponies blog whales",2017-11-19,"neutral",0
"4188",1,"dessert hot chocolate cello concert",2017-11-19,"positive",1
"4189",0,"push real",2017-11-19,"neutral",0
"4190",1,"pedo symbol top",2017-11-19,"positive",1
"4191",1,"keep calm por estos enfoques",2017-11-19,"positive",1
"4192",0,"jinger bread",2017-11-19,"neutral",0
"4193",0,"featured underage girl holding hands buy",2017-11-19,"neutral",0
"4194",0,"instead putting christ  start putting christ christians",2017-11-19,"neutral",0
"4195",0,"hello week speciality ethiopia",2017-11-19,"neutral",0
"4196",0,"featured underage girl holding hands buy",2017-11-19,"neutral",0
"4197",0,"call school plan weeks months mobile calendar microsoft outlook",2017-11-19,"neutral",0
"4198",2,"fav basket look amazing items",2017-11-19,"positive",1
"4199",1,"releases exciting",2017-11-19,"positive",1
"4200",1,"later post gotta love agave sweetener tea saturday start",2017-11-19,"positive",1
"4201",0,"obsessed matching shirts",2017-11-19,"neutral",0
"4202",0,"lived nyc hit chocolate else",2017-11-19,"neutral",0
"4203",0,"former guru queen meet jody hall rise connoi",2017-11-19,"neutral",0
"4204",-1,"soaking wet issue",2017-11-19,"negative",0
"4205",0,"water street",2017-11-19,"neutral",0
"4206",0,"pit stop",2017-11-19,"neutral",0
"4207",0,"enters legal industry marketers",2017-11-19,"neutral",0
"4208",0,"understand nuts designs sle",2017-11-19,"neutral",0
"4209",0,"anniversary blend",2017-11-19,"neutral",0
"4210",0,"yes",2017-11-19,"neutral",0
"4211",0,"starting day",2017-11-19,"neutral",0
"4212",-1,"blow whistle",2017-11-19,"negative",0
"4213",2,"super excited heading east",2017-11-19,"positive",1
"4214",-1,"blow whistle",2017-11-19,"negative",0
"4215",0," time hands sbux",2017-11-19,"neutral",0
"4216",2,"whoa designs seriously incredible",2017-11-19,"positive",1
"4217",0,"sunday consisted doodling vibe",2017-11-19,"neutral",0
"4218",0,"music",2017-11-19,"neutral",0
"4219",0,"mind",2017-11-19,"neutral",0
"4220",1,"sunday night success",2017-11-19,"positive",1
"4221",0,"another question meant lift",2017-11-19,"neutral",0
"4222",1,"happy",2017-11-19,"positive",1
"4223",0,"cute wrong",2017-11-19,"neutral",0
"4224",-3,"conservative losers soooo quick call liberals snowflakes condemn racism appreciate",2017-11-19,"negative",0
"4225",0,"",2017-11-19,"neutral",0
"4226",0," talkie buy",2017-11-19,"neutral",0
"4227",0,"drinking nano",2017-11-19,"neutral",0
"4228",0,"check french roast  mug blue brown white fluid ounces",2017-11-19,"neutral",0
"4229",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4230",0,"mug collection finally tiny family",2017-11-19,"neutral",0
"4231",2,"winners grand rivo machine espresso inspired products runner",2017-11-19,"positive",1
"4232",0,"every time sympathy garden actually buy",2017-11-19,"neutral",0
"4233",-1,"thanks  fix customer service failure",2017-11-19,"negative",0
"4234",0,"ornament red  stocking via",2017-11-19,"neutral",0
"4235",0,"time run",2017-11-19,"neutral",0
"4236",0,"gonna",2017-11-19,"neutral",0
"4237",-1,"thanks  fix customer service failure",2017-11-19,"negative",0
"4238",-1,"thanks  fix customer service failure",2017-11-19,"negative",0
"4239",1,"enter win mug  blend",2017-11-19,"positive",1
"4240",-1,"kill",2017-11-19,"negative",0
"4241",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4242",-1,"fat little bird",2017-11-19,"negative",0
"4243",0,"let watch profits plummet real",2017-11-19,"neutral",0
"4244",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4245",-1,"unpainted fingernails scream lesbian indeed",2017-11-19,"negative",0
"4246",0,"rivergate circle",2017-11-19,"neutral",0
"4247",0,"gotta yall deathly days lookin",2017-11-19,"neutral",0
"4248",0,"saturday morning yesterday",2017-11-19,"neutral",0
"4249",2,"whoa designs seriously incredible",2017-11-19,"positive",1
"4250",2,"whoa designs seriously incredible",2017-11-19,"positive",1
"4251",-1,"unpainted fingernails scream lesbian indeed",2017-11-19,"negative",0
"4252",0,"early  vibes galway",2017-11-19,"neutral",0
"4253",0,"appreciate maltese ripoff",2017-11-19,"neutral",0
"4254",0,"never serious moment kids",2017-11-19,"neutral",0
"4255",0,"frappaccino",2017-11-19,"neutral",0
"4256",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4257",1,"fun time",2017-11-19,"positive",1
"4258",1,"making easier manage day",2017-11-19,"positive",1
"4259",1,"mean cute barista thanks",2017-11-19,"positive",1
"4260",0,"",2017-11-19,"neutral",0
"4261",0,"thered freckles",2017-11-19,"neutral",0
"4262",0,"complaning image promotes homosexuality",2017-11-19,"neutral",0
"4263",0,"",2017-11-19,"neutral",0
"4264",-2," kill tasty son bitch",2017-11-19,"negative",0
"4265",1,"woman wonders forgotten bag sit floor",2017-11-19,"positive",1
"4266",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4267",1,"now rose gold merch",2017-11-19,"positive",1
"4268",-1,"dear china trademark infringement brands theft",2017-11-19,"negative",0
"4269",1,"thank breakfast morning",2017-11-19,"positive",1
"4270",1,"love black soul",2017-11-19,"positive",1
"4271",1,"enter win mug  blend",2017-11-19,"positive",1
"4272",0,"check french roast  mug blue brown white fluid ounces via",2017-11-19,"neutral",0
"4273",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4274",0,"give",2017-11-19,"neutral",0
"4275",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4276",1,"love weekend dates",2017-11-19,"positive",1
"4277",0,"",2017-11-19,"neutral",0
"4278",0,"old sext wrote kik humpyhump",2017-11-19,"neutral",0
"4279",0,"old sext wrote kik humpyhump",2017-11-19,"neutral",0
"4280",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4281",1,"afternoon wake upper love guys",2017-11-19,"positive",1
"4282",0,"sometimes little reminder human hope sunda",2017-11-19,"neutral",0
"4283",0,"old sext wrote kik humpyhump",2017-11-19,"neutral",0
"4284",0,"mean check  basket",2017-11-19,"neutral",0
"4285",1,"love sipping realizing forgot coconut milk",2017-11-19,"positive",1
"4286",0,"old sext wrote kik humpyhump",2017-11-19,"neutral",0
"4287",0,"old sext wrote kik humpyhump",2017-11-19,"neutral",0
"4288",0,"going meta",2017-11-19,"neutral",0
"4289",1,"wondering support anymore gouges community store busy",2017-11-19,"positive",1
"4290",0," reconsider healthier options visiting slice iced cake",2017-11-19,"neutral",0
"4291",1,"kbwc celebrate giving card enter",2017-11-19,"positive",1
"4292",0,"register november",2017-11-19,"neutral",0
"4293",0,"black squared handle cream color ebay",2017-11-19,"neutral",0
"4294",1,"love",2017-11-19,"positive",1
"4295",1,"pretty true story",2017-11-19,"positive",1
"4296",1,"got bagel santa monica morning pretty girl eating carbs enti",2017-11-19,"positive",1
"4297",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4298",0,"",2017-11-19,"neutral",0
"4299",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4300",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4301",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4302",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4303",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4304",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4305",0,"aes thanks  paraprofessionals",2017-11-19,"neutral",0
"4306",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4307",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4308",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4309",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4310",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4311",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4312",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4313",0,"discount verismo system espresso single serve brewer",2017-11-19,"neutral",0
"4314",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4315",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4316",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4317",0,"",2017-11-19,"neutral",0
"4318",0,"dad",2017-11-19,"neutral",0
"4319",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4320",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4321",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4322",0,"bigmouth inc prescription mug",2017-11-19,"neutral",0
"4323",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4324",0,"stopped pup",2017-11-19,"neutral",0
"4325",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4326",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4327",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4328",0,"macdonald october",2017-11-19,"neutral",0
"4329",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4330",0," hail sectarian discriminatory course",2017-11-19,"neutral",0
"4331",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4332",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4333",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4334",0,"makes",2017-11-19,"neutral",0
"4335",0,"pull directly front competitor shop frequent bcause friend dec",2017-11-19,"neutral",0
"4336",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4337",0,"lisbon",2017-11-19,"neutral",0
"4338",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4339",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4340",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4341",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4342",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4343",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4344",0,"nothing triple shot peppermint white chocolate mocha",2017-11-19,"neutral",0
"4345",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4346",0,"ordered iced cappachino barista idea ice cappachino told",2017-11-19,"neutral",0
"4347",0,"dailylifedrawing selection",2017-11-19,"neutral",0
"4348",0,"time season loudly remind care",2017-11-19,"neutral",0
"4349",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4350",0,"time",2017-11-19,"neutral",0
"4351",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4352",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4353",1,"niece loves collection",2017-11-19,"positive",1
"4354",1,"guess mosy straight ass venti recommendations",2017-11-19,"positive",1
"4355",1,"niece loves collection",2017-11-19,"positive",1
"4356",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4357",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4358",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4359",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4360",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4361",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4362",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4363",0,"luck getting tickets tried hours crap",2017-11-19,"neutral",0
"4364",1,"braving sleepy month mamas liquid courage sometimes",2017-11-19,"positive",1
"4365",0,"discount verismo system espresso single serve brewer",2017-11-19,"neutral",0
"4366",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4367",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4368",0,"discount verismo system espresso single serve brewer",2017-11-19,"neutral",0
"4369",0,"nigga bihh look finna fucked",2017-11-19,"neutral",0
"4370",0,"sunday treats",2017-11-19,"neutral",0
"4371",0,"peppermint mocha book",2017-11-19,"neutral",0
"4372",-1,"venti caramel apple spice makes cold wet washington days bearable",2017-11-19,"negative",0
"4373",1,"wondering monin gingerbread suitable replacement syrup",2017-11-19,"positive",1
"4374",0,"rode",2017-11-19,"neutral",0
"4375",0,"hands holding faceless add transgender add whatever",2017-11-19,"neutral",0
"4376",-1,"soaking wet issue",2017-11-19,"negative",0
"4377",0,"looking forward buying bottles gingerbread syrup don",2017-11-19,"neutral",0
"4378",0,"yep buy publicity hope trend",2017-11-19,"neutral",0
"4379",0,"got leftover morning gonna day lol",2017-11-19,"neutral",0
"4380",-3,"scary monster  monster meant pressure move",2017-11-19,"negative",0
"4381",0,"midterms studying gemme space",2017-11-19,"neutral",0
"4382",2,"season wonderful time christian celebrate birth",2017-11-19,"positive",1
"4383",-2,"maybe boycott dear buy dump learn",2017-11-19,"negative",0
"4384",2,"eggnog deck super magical combination",2017-11-19,"positive",1
"4385",2,"snowflakes sensitive lot maybe gentle",2017-11-19,"positive",1
"4386",0,"card",2017-11-19,"neutral",0
"4387",1,"live life rigged favor",2017-11-19,"positive",1
"4388",-2,"kill tasty son bitch",2017-11-19,"negative",0
"4389",0," reunited",2017-11-19,"neutral",0
"4390",-1,"protest makes",2017-11-19,"negative",0
"4391",1,"understand christian love jesus com",2017-11-19,"positive",1
"4392",0,"watching stanleys visit",2017-11-19,"neutral",0
"4393",1,"live life rigged favor",2017-11-19,"positive",1
"4394",1,"live life rigged favor",2017-11-19,"positive",1
"4395",0,"watching stanleys visit",2017-11-19,"neutral",0
"4396",1," nice day",2017-11-19,"positive",1
"4397",0,"dear newsflash aint nuttin",2017-11-19,"neutral",0
"4398",0,"anyone thinking downtown sunday afternoon",2017-11-19,"neutral",0
"4399",1,"shopping woman alway fun",2017-11-19,"positive",1
"4400",0,"finally found millennial pink tumbler",2017-11-19,"neutral",0
"4401",1,"moment juggling carry ons backpack rambunctious toddler hot chocolate spills",2017-11-19,"positive",1
"4402",2,"good popular ranked caffeine via",2017-11-19,"positive",1
"4403",1,"love cooking steaks style egg bites",2017-11-19,"positive",1
"4404",1,"totally love gingerbread seriously underrate",2017-11-19,"positive",1
"4405",0,"",2017-11-19,"neutral",0
"4406",0,"basic girl repost",2017-11-19,"neutral",0
"4407",0,"stop",2017-11-19,"neutral",0
"4408",0,"everywhere else",2017-11-19,"neutral",0
"4409",0,"drawing",2017-11-19,"neutral",0
"4410",0,"stanleys visit",2017-11-19,"neutral",0
"4411",0,"stanleys visit",2017-11-19,"neutral",0
"4412",0,"finishing hike deserved canada",2017-11-19,"neutral",0
"4413",1,"worked hour yearly",2017-11-19,"positive",1
"4414",0,"today moment zen warming comes audio track store velvet undergro",2017-11-19,"neutral",0
"4415",0,"logo meaning revelations",2017-11-19,"neutral",0
"4416",0,"tis season",2017-11-19,"neutral",0
"4417",1,"seasons day happy holidays",2017-11-19,"positive",1
"4418",2,"whoa designs seriously incredible",2017-11-19,"positive",1
"4419",0,"afternoon",2017-11-19,"neutral",0
"4420",0,"acknowledging embracing regular considered political",2017-11-19,"neutral",0
"4421",0,"dinner champaigns ceaser salad dressing bread",2017-11-19,"neutral",0
"4422",0,"sometimes feels buy spill",2017-11-19,"neutral",0
"4423",-1,"look disgusting hypocrite roy moore cool represent women little girls",2017-11-19,"negative",0
"4424",0,"tis season treats",2017-11-19,"neutral",0
"4425",-2,"idiots complaining  beyond women holding hands",2017-11-19,"negative",0
"4426",2," tree pretty cute tbf",2017-11-19,"positive",1
"4427",2," tree pretty cute tbf",2017-11-19,"positive",1
"4428",0,"pumpkin spice mommy",2017-11-19,"neutral",0
"4429",2," tree pretty cute tbf",2017-11-19,"positive",1
"4430",0,"rule",2017-11-19,"neutral",0
"4431",0," daily thanks",2017-11-19,"neutral",0
"4432",0,"report barefoot ros pour",2017-11-19,"neutral",0
"4433",0," daily thanks",2017-11-19,"neutral",0
"4434",0,"",2017-11-19,"neutral",0
"4435",0,"call daisys day walk park spa treatment",2017-11-19,"neutral",0
"4436",-1,"breaks record jdhxdqwq",2017-11-19,"negative",0
"4437",0,"looking complete set",2017-11-19,"neutral",0
"4438",1,"elf musical fuelled acting handy props haha",2017-11-19,"positive",1
"4439",0,"wow staff mckinney olive dallas lady broken hip sit",2017-11-19,"neutral",0
"4440",0,"night favourite mug",2017-11-19,"neutral",0
"4441",1,"success vlog",2017-11-19,"positive",1
"4442",1,"success vlog",2017-11-19,"positive",1
"4443",1,"success vlog",2017-11-19,"positive",1
"4444",1,"love passed certification exam",2017-11-19,"positive",1
"4445",1,"looking perfect",2017-11-19,"positive",1
"4446",0,"always",2017-11-19,"neutral",0
"4447",-1,"working hard finish med snowy days help productivity",2017-11-19,"negative",0
"4448",0,"daily thanks",2017-11-19,"neutral",0
"4449",0,"air",2017-11-19,"neutral",0
"4450",1,"success vlog",2017-11-19,"positive",1
"4451",0,"church treat",2017-11-19,"neutral",0
"4452",-1,"disappointed looking forward getting spice flat white week finally",2017-11-19,"negative",0
"4453",1,"nice sunday walk",2017-11-19,"positive",1
"4454",0,"first gingerbread season",2017-11-19,"neutral",0
"4455",-1,"pretend straight americano try cuppuccono instead",2017-11-19,"negative",0
"4456",1,"love themed  colonialism capitalism paternalism white savi",2017-11-19,"positive",1
"4457",0,"lol playing xmas music feels summer",2017-11-19,"neutral",0
"4458",0,"",2017-11-19,"neutral",0
"4459",1,"hot chocolate watch santa claus parade",2017-11-19,"positive",1
"4460",0,"cbb count",2017-11-19,"neutral",0
"4461",0,"sous vide instant pot egg bites ham broccoli shrinking momster",2017-11-19,"neutral",0
"4462",0,"hello friend",2017-11-19,"neutral",0
"4463",0,"tis season",2017-11-19,"neutral",0
"4464",0,"",2017-11-19,"neutral",0
"4465",1,"microwave dishwasher safe",2017-11-19,"positive",1
"4466",0,"give",2017-11-19,"neutral",0
"4467",0,"happens drive hours straight",2017-11-19,"neutral",0
"4468",1,"yup procrastinating promise",2017-11-19,"positive",1
"4469",0,"nom sriracha cream cheese steak eggs wrap delish",2017-11-19,"neutral",0
"4470",2,"overheard kid seen original trilogy win emmy award probably",2017-11-19,"positive",1
"4471",1,"yassssss happy sunday",2017-11-19,"positive",1
"4472",0,"seen halloween mugs",2017-11-19,"neutral",0
"4473",0,"first season spelled name",2017-11-19,"neutral",0
"4474",1,"looking perfect",2017-11-19,"positive",1
"4475",0,"sunday",2017-11-19,"neutral",0
"4476",1,"looking perfect",2017-11-19,"positive",1
"4477",0,"",2017-11-19,"neutral",0
"4478",0,"heard stirring outrage support lgbt folk appar",2017-11-19,"neutral",0
"4479",1,"top day bringewood hitting corners day",2017-11-19,"positive",1
"4480",1,"rep team beautiful sunday",2017-11-19,"positive",1
"4481",1,"feel free write tell sit read emails alerts",2017-11-19,"positive",1
"4482",-2,"arms bet regret killing",2017-11-19,"negative",0
"4483",0,"always smell delicious",2017-11-19,"neutral",0
"4484",0,"jeez holidays unless called bitching",2017-11-19,"neutral",0
"4485",0,"else teabags",2017-11-19,"neutral",0
"4486",0,"santa claus coming town folks resist",2017-11-19,"neutral",0
"4487",1,"love penticton nitrogen infused reminds guinness",2017-11-19,"positive",1
"4488",-1,"cold wind",2017-11-19,"negative",0
"4489",-1,"morning grind",2017-11-19,"negative",0
"4490",0,"hearts heart time paying debit care stars",2017-11-19,"neutral",0
"4491",0,"time husbands name bra",2017-11-19,"neutral",0
